ID,Member Name,Department,Division,Date,Type,Role,Activity Type,Geographical Scope,Host,Country,Province,City,Hours,Education Presentation,Authorship,Title
38230,"Blake, Peter",Medicine,Nephrology,10-Mar,Invited Lectures,Invited Lecturer,,International,U.S. Annual Dialysis Conference,United States,Washington,,,FALSE,,Changes in the PD Membrane: What Are the Clinical Correlations?
38260,"Diachun, Laura",Medicine,Geriatrics,2010/04/17,Conference Presentation,Invited Lecturer,Scientific Presentation,National,2010 Annual Canadian Geriatrics Society meeting,Canada,Ontario,Ottawa,,FALSE,Laura Diachun,Symposium - Improving Recruitment with Education
38262,"Borrie, Michael",Medicine,Geriatrics,2010/04/15,Plenary Presentation,,Scientific Presentation,National,Canadian Geriatrics Society,Canada,Ontario,Ottawa,,FALSE,Susan Muir,Fall Risk in Cognitively Impaired Older Adults: The Value of Gait Assessment under Dual Task Test Challenges. (Abstract presentation.)
38263,"Klein, George",Medicine,Cardiology,2010/02/20,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Electrophysiology Technology Update,Australia,,Kingscliff,,FALSE,,From AF Surgery to Ablation - where are we going?
38264,"Klein, George",Medicine,Cardiology,2010/02/20,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Electrophysiology Technology Update,Australia,,Kingscliff,,FALSE,,What can we get from the ECG?
38265,"Klein, George",Medicine,Cardiology,2010/02/22,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Princess Alexandra Hospital Grand Rounds,Australia,,Brisbane,,FALSE,,ECG abnormalities in asymptomatic individuals ...when to worry.
38266,"Klein, George",Medicine,Cardiology,2010/02/23,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,John Hunter Hospital Grand Rounds,Australia,,Newcastle,,FALSE,,ECG abnormalities in asymptomatic individuals ...when to worry.
38267,"Klein, George",Medicine,Cardiology,2010/02/24,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,St Vincent's Hospital Arrhythmia Rounds,Australia,,Sydney,,FALSE,,Analysis of Electrophysiology Tracings.
38268,"Klein, George",Medicine,Cardiology,2010/04/23,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Texas Heart Institute Cardiovascular Grand Rounds,United States,Texas,Houston,,FALSE,,When to be concerned about asymptomatic ECG abnormalities.
38330,"Lavi, Shahar",Medicine,Cardiology,2010/03/09,Poster Presentation,Co-Author,Scientific Presentation,International,American college of cardiology,United States,Georgia,Atlanta,,FALSE,"Dzavik V, Cantor, WJ, Overgaard CB, Thorpe KE, Lavi S, Lan J, Horlick E, Ross JR, Daly P, Barolet A, Ing D, Plante S, Robbins K, Goldman L, von Harsdorf R, Atchison D, Schwartz L, Seidelin PH.",The sPLA2 Inhibition to Decrease Enzyme Release after Percutaneous Coronary Intervention (SPIDER-PCI) Trial.
38494,"Gula, Lorne",Medicine,Cardiology,2010/05/14,Conference Presentation,Chair,Scientific Presentation,International,Heart Rhythm Society 2010 - 31st Annual Scientific Sessions,United States,Colorado,Denver,1.5,FALSE,,Monitoring Technologies in the Device Clinic: What's New for the Allied Professional?
38509,"Moote, David William",Medicine,Allergy,2010/05/13,Invited Lectures,Invited Lecturer,Continuing Medical Education,National,CSTAR-Brian Rotenberg,Canada,Ontario,London,1,FALSE,D. William Moote,Medical Management of Chronic Rhinosinusitis
38618,"Pickering, J. Geoffrey",Medicine,Cardiology,2010/04/09,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,"Dr. Robert Zhong Research Seminar, UWO Department of Pathology",Canada,Ontario,London,,FALSE,,Vascular regeneration and therapeutic angiogenesis – striving for form and function.
38621,"Goldszmidt, Mark",Medicine,General Internal Medicine,10-May,Conference Presentation,,Scientific Presentation,National,,Canada,,St John's,,FALSE,"Watling C, Schulz V, Kenyon C, Zibrowski E, Goldszmidt M & Lingard L.",Accentuate the Positive: Residents and Their Faculty Supervisors Share an Aversion to Negative Feedback
38622,"Goldszmidt, Mark",Medicine,General Internal Medicine,10-May,Conference Presentation,,Scientific Presentation,National,,Canada,,St John's,,FALSE,"Kenyon C, Watling C, Schulz V, Zibrowski E, Goldszmidt M & Lingard L.",Towards a Theory of Meaningful In-Training Evaluation: Insights from Community Faculty
38631,"Borrie, Michael",Medicine,Geriatrics,2010/04/20,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,McCormick Home,Canada,Ontario,London,,FALSE,M. Borrie,"""Mild Cognitive Impairment, Alzheimer Disease and Related Dementias, Diagnosis, Treatment and Research""."
38632,"Goldszmidt, Mark",Medicine,General Internal Medicine,10-May,Workshop,Presenter,* Faculty Development,National,,Canada,,St. John's,,FALSE,Goldszmidt M.,Teaching and Evaluating for Effective Clinical Documentation: It’s about More Than Just the Communicator Role
38633,"Montero Odasso, Manuel",Medicine,Geriatrics,2010/05/14,Invited Lectures,Invited Lecturer,Scientific Presentation,International,American Geriatrics Society,United States,Florida,Orlando,,FALSE,Montero Odasso M,"Gait and Cognition in MCI, A new approach to understanding Brain and the Risk of Falling. May 14, 2010 1:30-3:00 pm."
38634,"Borrie, Michael",Medicine,Geriatrics,2010/03/31,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,St. Thomas/Elgin Alzheimer Society,Canada,Ontario,St. Thomas,,FALSE,Michael Borrie,Dementia: Medical Aspects and Research
38654,"Yee, Raymond",Medicine,Cardiology,2004/05/29,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,Cardiovascular Technology Conference,Canada,Ontario,London,,FALSE,,Bi-Ventricular Pacing.
38656,"Skanes, Allan",Medicine,Cardiology,2004/05/28,Conference Presentation,Presenter,Scientific Presentation,Local,Cardiovascular Technology Conference,Canada,Ontario,London,,FALSE,,"Atrial Fibrillation - ""Something Old & Something New""."
38658,"Yee, Raymond",Medicine,Cardiology,2004/10/29,Invited Lectures,Invited Lecturer,Scientific Presentation,International,EP Fellows Summit,United States,Minnesota,Minneapolis,,FALSE,,Pearls and Pitfalls: Preventing Complications at Implant.
38682,"Wells, Jennie",Medicine,Geriatrics,2010/05/04,Poster Presentation,,Scientific Presentation,International,15th World International Congress of the World Federation of Occupational Therapists,Chile,,Santiago,,FALSE,B. Zur (Poster),"Predicting occupational competence in persons with dementia: Considering dimensions of cognitive competence. Zur, B, Roy, E., Johnson, A, Wells, J, Laliberte Rudman."
38733,"Minuk, Leonard",Medicine,Hematology,2009,Invited Lectures,Presenter,Continuing Medical Education,Local,University of Western Ontario,Canada,Ontario,London,,FALSE,"Minuk L, Lazo-Langner A, Chin-Yee I, Howson-Jan K, Lohmann R, Bhagirath V, Mangel J",Treatment of Hodgkin Lymphoma with ABVD without routine growth factor support
38744,"Skanes, Allan",Medicine,Cardiology,1999/06/04,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,Canadian Resident's Arrhythmia Symposium,Canada,Ontario,Toronto,,FALSE,,
38745,"Skanes, Allan",Medicine,Cardiology,1999/03/18,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Advances in Cardiac Pacing and Arrhythmia Management for Cardiologists Program,United States,California,Squaw Creek,,FALSE,,
38746,"Skanes, Allan",Medicine,Cardiology,1999/11/13,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,1999 Niagara Update in Acute Care Cardiology,Canada,Ontario,Niagara Falls,,FALSE,,Managing Post Thrombolytic Arrhythmias
38747,"Skanes, Allan",Medicine,Cardiology,2000/05/26,Conference Presentation,Presenter,Continuing Medical Education,Provincial,2nd Annual Cardiology Review for Clinical Cardiologists,Canada,Ontario,Alliston,,FALSE,,How to Identify 10 Challenging Cardiac Rhythms.
38748,"Skanes, Allan",Medicine,Cardiology,2000/05/28,Conference Presentation,Presenter,Continuing Medical Education,Provincial,2nd Annual Cardiology Review for Clinical Cardiologists,Canada,Ontario,Alliston,,FALSE,,How to Avoid 10 Common Errors in the Treatment of Atrial Fibrillation.
38749,"Skanes, Allan",Medicine,Cardiology,May-00,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,,Italy,,Milan,,FALSE,,Clinical Utility of Cryothermal Ablation for SVT and AV.
38750,"Skanes, Allan",Medicine,Cardiology,2000,Symposia,Presenter,Continuing Medical Education,International,Annual Symposium of the Southeastern Electrophysiology Society,United States,North Carolina,Hilton Head,,FALSE,,Atrial Fibrillation Surgery: Past Lessons and Future Directions.
38751,"Skanes, Allan",Medicine,Cardiology,01-Jan,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,,United States,Utah,Snowbird,,FALSE,,A Critical Look at Device Therapies for Atrial Fibrillation.
38752,"Skanes, Allan",Medicine,Cardiology,01-Jun,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,,Spain,,Madrid,,FALSE,,Mechanism and Clinical Use of Cryothermal Ablation.
38753,"Skanes, Allan",Medicine,Cardiology,01-Oct,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,,United States,Indiana,Indianapolis,,FALSE,,LA Isolation Study.
38754,"Skanes, Allan",Medicine,Cardiology,01-Oct,Symposia,Presenter,Continuing Medical Education,Provincial,Ontario Physicians' Pacing Symposium,Canada,Ontario,Niagara-On-The-Lake,,FALSE,,Dialogue with the Experts Workshop.
38755,"Skanes, Allan",Medicine,Cardiology,01-Oct,Workshop,Invited Lecturer,Continuing Medical Education,Local,Pharmacia Investigator Support Initiative,Canada,Ontario,London,,FALSE,,Workshop.
38756,"Skanes, Allan",Medicine,Cardiology,02-Jan,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,,United States,Massachusetts,Boston,,FALSE,,Atrial Fibrillation in the New Millennium.
38757,"Skanes, Allan",Medicine,Cardiology,02-Mar,Symposia,Presenter,Scientific Presentation,National,American College of Cardiology Satellite Symposium,Canada,Alberta,Lake Louise,,FALSE,,Is AF Ablation Ready for Prime Time? Who is a Candidate for AF Surgery?
38758,"Skanes, Allan",Medicine,Cardiology,02-Apr,Symposia,Presenter,Scientific Presentation,International,"31st Annual Samuel Plotkins Symposium, Baystate Medical Center",United States,Massachusetts,Springfield,,FALSE,,Treatment Options for Atrial Fibrillation: What to do When Drugs Fail.
38759,"Skanes, Allan",Medicine,Cardiology,02-May,Conference Presentation,Presenter,Continuing Medical Education,Provincial,4th Annual Cardiology Review for Clinical Cardiologists,Canada,Ontario,Niagara-On-The-Lake,,FALSE,,Top 10 ECG Facts for 2002.
38760,"Skanes, Allan",Medicine,Cardiology,02-May,Conference Presentation,Presenter,Continuing Medical Education,Provincial,4th Annual Cardiology Review for Clinical Cardiologists,Canada,Ontario,Niagara-On-The-Lake,,FALSE,,Top 10 Arrhythmia/EPS Facts for 2002.
38761,"Skanes, Allan",Medicine,Cardiology,02-May,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,North American Society of Pacing and Electrophysiology,United States,California,San Diego,,FALSE,,
38762,"Skanes, Allan",Medicine,Cardiology,02-Sep,Symposia,Presenter,Continuing Medical Education,International,4th International Symposium on Interventional Electrophysiology in the Management of Cardiac Arrhythmias,United States,Rhode Island,Newport,,FALSE,,Robotics in Cardiac Surgery and Cardiac Catheterization.
38763,"Skanes, Allan",Medicine,Cardiology,02-Oct,Symposia,Presenter,Continuing Medical Education,International,4th International Symposium on Catheter Ablation Techniques,France,,Paris,,FALSE,,Biophysics and Clinical Role of Catheter-Based Cryoablation.
38764,"Skanes, Allan",Medicine,Cardiology,03-Feb,Conference Presentation,Presenter,Scientific Presentation,International,XIIth World Congress on Cardiac Pacing and Electrophysiology,China,,Hong Kong,,FALSE,,"Catheter Ablation: The Good, The Bad, The Ugly."
38765,"Skanes, Allan",Medicine,Cardiology,03-Feb,Conference Presentation,Presenter,Scientific Presentation,International,XIIth World Congress on Cardiac Pacing and Electrophysiology,China,,Hong Kong,,FALSE,,New Energy Sources for Ablation.
38766,"Skanes, Allan",Medicine,Cardiology,03-Mar,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Italian Association of Pacing and Electrophysiology,Italy,,Rome,,FALSE,,Fundamentals of Cryoablation.
38767,"Skanes, Allan",Medicine,Cardiology,03-Mar,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Italian Association of Pacing and Electrophysiology,Italy,,Rome,,FALSE,,Left Atrial Isolation for AF Control.
38768,"Skanes, Allan",Medicine,Cardiology,03-Mar,Invited Lectures,Chair,Continuing Medical Education,International,Italian Association of Pacing and Electrophysiology,Italy,,Rome,,FALSE,,Session: Impact of Catheter Ablation on the Management of Atrial Fibrillation.
38769,"Skanes, Allan",Medicine,Cardiology,03-May,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Boston Scientific EP Technologies,United States,Massachusetts,Boston,,FALSE,,Case Presentations: Heart of the Ablation.
38770,"Skanes, Allan",Medicine,Cardiology,03-Oct,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,,Canada,Ontario,Toronto,,FALSE,,"Atrial Fibrillation: What do We do Now, Pace, Burn, Cut or Anticoagulate? A Review of Modern Approaches to a Common But Difficult Arrhythmia."
38771,"Skanes, Allan",Medicine,Cardiology,03-Oct,Workshop,Invited Lecturer,Continuing Medical Education,International,VIII International Workshop on Cardiac Arrhythmias,Italy,,Venice,,FALSE,,Ablate and Pace: Still a Valid Option.
38772,"Skanes, Allan",Medicine,Cardiology,03-Oct,Workshop,Invited Lecturer,Continuing Medical Education,International,VIII International Workshop on Cardiac Arrhythmias,Italy,,Venice,,FALSE,,Isolation of Pulmonary Veins Using Cryothermal Technologies.
38773,"Skanes, Allan",Medicine,Cardiology,03-Nov,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Japan Ablation Meeting,Japan,,Tokyo,,FALSE,,Topics on Cryoablation.
38774,"Skanes, Allan",Medicine,Cardiology,04-Jan,Symposia,Presenter,Scientific Presentation,International,Boston Atrial Fibrillation Symposium,United States,Massachusetts,Boston,,FALSE,,Atrial Fibrillation
38775,"Skanes, Allan",Medicine,Cardiology,04-Sep,Conference Presentation,Presenter,Scientific Presentation,National,Eastern Canada Electrophysiology Colloquium,Canada,Prince Edward Island,Brudenell,,FALSE,,Discussion Leader: Atrial Fibrillation Ablation.
38776,"Skanes, Allan",Medicine,Cardiology,04-Oct,Workshop,Presenter,Scientific Presentation,Local,,Canada,Ontario,London,,FALSE,,Surgical Robotics and Medical Imaging Workshop.
38777,"Skanes, Allan",Medicine,Cardiology,04-Oct,Conference Presentation,Presenter,Scientific Presentation,National,Satellite Symposium at the Canadian Cardiovascular Congress,Canada,Alberta,Calgary,,FALSE,,Atrial Fibrillation Ablation: Hope or Hype.
38778,"Skanes, Allan",Medicine,Cardiology,04-Nov,Invited Lectures,Invited Lecturer,Scientific Presentation,Provincial,,Canada,Ontario,Mississauga,,FALSE,,"Atrial Fibrillation: Life in the Post AFFIRM/RACE Trial Era: Who, How and Why of Rate vs. Rhythm Control Strategies (Including Interventional Procedures)."
38779,"Skanes, Allan",Medicine,Cardiology,04-Dec,Conference Presentation,Presenter,Continuing Medical Education,National,Heart and Stroke Clinical Update 2004,Canada,Ontario,Toronto,,FALSE,,Atrial Fibrillation: Who and When to Cardiovert.
38781,"Skanes, Allan",Medicine,Cardiology,05-Jan,Symposia,Presenter,Scientific Presentation,International,Boston Atrial Fibrillation Symposium,United States,Massachusetts,Boston,,FALSE,,Atrial Fibrillation: Mechanisms and New Directions in Therapy.
38782,"Skanes, Allan",Medicine,Cardiology,2005/02/28,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,The University of Cincinnati Center for Surgical Innovation,United States,Ohio,Cincinnati,,FALSE,,Closed Chest Seminar and Live Case Observation of AF Treatment.
38783,"Skanes, Allan",Medicine,Cardiology,2005/05/19,Symposia,Presenter,Scientific Presentation,International,Biosense Webster Atrial Fibrillation Symposium,United States,California,San Francisco,,FALSE,,Present and Future Perspectives in Atrial Fibrillation.
38784,"Skanes, Allan",Medicine,Cardiology,05-Oct,Conference Presentation,Presenter,Scientific Presentation,National,Canadian Heart Rhythm Society,Canada,Quebec,Montreal,,FALSE,,Evolution and Current Controversies in the Ablation of Atrial Fibrillation.
38785,"Skanes, Allan",Medicine,Cardiology,01-Apr,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Italian Association of Pacing and Electrophysiology,Italy,,,,FALSE,,Cryothermal Ablation of Supraventricular Arrhythmia.
38791,"Skanes, Allan",Medicine,Cardiology,02-Oct,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Annual Meeting of French Electrophysiology Society,France,,Paris,,FALSE,,Complex Ablation of Idiopathic Ventricular Tachycardia.
38792,"Skanes, Allan",Medicine,Cardiology,03-Mar,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Italian Association of Pacing and Electrophysiology,Italy,,Rome,,FALSE,,Alternatives to Warfarin in Chronic Atrial Fibrillation.
38793,"Skanes, Allan",Medicine,Cardiology,04-May,Conference Presentation,Presenter,Scientific Presentation,International,NASPE - Heart Rhythm Society,United States,California,San Francisco,,FALSE,,Cryoenergy: Should We Use It and How?
38794,"Skanes, Allan",Medicine,Cardiology,04-May,Conference Presentation,Presenter,Scientific Presentation,International,NASPE - Heart Rhythm Society,United States,California,San Francisco,,FALSE,,Present and Future Perspectives in Atrial Fibrillation.
38795,"Skanes, Allan",Medicine,Cardiology,04-Jun,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Bard Electrophysiology,United States,Massachusetts,Lowell,,FALSE,,Future of Atrial Fibrillation.
38796,"Skanes, Allan",Medicine,Cardiology,05-Jan,Symposia,Presenter,Scientific Presentation,National,Annual CCS Winter Symposium,Canada,British Columbia,Whistler,,FALSE,,Ablation Therapy for Atrial Fibrillation: Hope or Hype?
38798,"Skanes, Allan",Medicine,Cardiology,05-Mar,Workshop,Invited Lecturer,Continuing Medical Education,International,The Rome Teaching Workshop on Interventional Arrhythmology,Italy,,Rome,,FALSE,,Nonpharmacological Therapies.
38799,"Skanes, Allan",Medicine,Cardiology,05-Mar,Workshop,Invited Lecturer,Continuing Medical Education,International,The Rome Teaching Workshop on Interventional Arrhythmology,Italy,,Rome,,FALSE,,Extrasystoles and Supraventricular Tachycardia.
38800,"Skanes, Allan",Medicine,Cardiology,05-Mar,Workshop,Invited Lecturer,Continuing Medical Education,International,The Rome Teaching Workshop on Interventional Arrhythmology,Italy,,Rome,,FALSE,,The Electrophysiology Study.
38801,"Skanes, Allan",Medicine,Cardiology,05-Mar,Workshop,* Chair,Continuing Medical Education,International,The Rome Teaching Workshop on Interventional Arrhythmology,Italy,,Rome,,FALSE,,Atrial Fibrillation.
38803,"Skanes, Allan",Medicine,Cardiology,05-Oct,Invited Lectures,* Co-Chair,Continuing Medical Education,National,Canadian Cardiovascular Society,Canada,Quebec,Montreal,,FALSE,,Abstract Session: Catheter Ablation/Outcome of Arrhythmias.
38804,"Skanes, Allan",Medicine,Cardiology,05-Dec,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,St. Michael's Hospital Electrophysiology Rounds,Canada,Ontario,Toronto,,FALSE,,Ablation of Atrial Fibrillation: Chasing Technology to What End?
38805,"Skanes, Allan",Medicine,Cardiology,06-Feb,Invited Lectures,Invited Lecturer,Continuing Medical Education,Provincial,McMaster Health Sciences Centre Electrophysiology Rounds,Canada,Ontario,Hamilton,,FALSE,,Typical Atrial Flutter: A New Look at an Old Problem.
38806,"Skanes, Allan",Medicine,Cardiology,02-May,Visiting Professorship,Visiting Professor,Continuing Medical Education,International,St. Mary's Hospital,United Kingdom,,"London, UK",,FALSE,,Provided training for new cryoablation technique.
38911,"Borrie, Michael",Medicine,Geriatrics,10-Apr,Poster Presentation,,Scientific Presentation,National,Canadian Geriatrics Society,Canada,Ontario,Ottawa,,FALSE,Amanda Khan,“A Longitudinal Study Exploring Brain Ventricular Sub-Region Expansion in Alzheimer’s Disease Using a Semi-Automated Image Segmentation”. Abstract presentation by A. Khan at the CGS Conference April 2010.
38936,"Kostuk, William",Medicine,Cardiology,2010/05/18,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Hospital 9,Belarus,,Minsk,,FALSE,,Cardiac Catheterization And Percutaneous Coronary Intervention
38937,"Kostuk, William",Medicine,Cardiology,2010/05/20,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Hosptial 9,Belarus,,Minsk,,FALSE,,Catheter Based Coronary Intervention
38938,"Kostuk, William",Medicine,Cardiology,2010/05/21,Invited Lectures,Invited Lecturer,Continuing Medical Education,International,Cardiovascular Symposium Belarus Medical,Belarus,,Minsk,,FALSE,,Management Of Patients With Stable Coronary Artery Disease. What Have We Learned From Recent Randomized Trials?
38972,"Chande, Nilesh",Medicine,Gastroenterology,10-Jun,Conference Presentation,* Co-chair,Continuing Medical Education,Regional,Southwestern Ontario Gastroenterology Association Annual Meeting,Canada,Ontario,Minnett,8,FALSE,Chande N.,
38981,"Rohekar, Sherry",Medicine,Rheumatology,2010/06/04,Conference Presentation,Presenter,Continuing Medical Education,Local,SJHC-Rheumatology Department,Canada,Ontario,London,3,FALSE,,Annual Update for Rheumatology
38982,"Rohekar, Sherry",Medicine,Rheumatology,2009/09/10,Conference Presentation,Presenter,Continuing Medical Education,Local,Rheumatology at St. Joseph's Health Care,Canada,Ontario,London,1,FALSE,,Arthritis-Expert Program: Improving Quality of Care in Chronic Disease/Overview of Program Teleconference
38983,"Rohekar, Sherry",Medicine,Rheumatology,2009/11/12,Conference Presentation,Presenter,Continuing Medical Education,Local,Rheumatology at St. Joseph's Health Care,Canada,Ontario,London,1,FALSE,,Arthritis-Expert Program: Improving Quality of Care in Chronic Disease/Back Pain Teleconference
38984,"Rohekar, Sherry",Medicine,Rheumatology,2010/02/18,Conference Presentation,Presenter,Continuing Medical Education,Local,Rheumatology at St. Joseph's Health Care,Canada,Ontario,London,1,FALSE,,Arthritis-Expert Program: Improving Quality of Care in Chronic Disease/Rheumatoid Arthritis Talk Teleconference
38985,"Rohekar, Sherry",Medicine,Rheumatology,2010/05/13,Conference Presentation,Presenter,Continuing Medical Education,Local,Rheumatology at St. Joseph's Health Care,Canada,Ontario,London,1,FALSE,,Arthritis-Expert Program: Improving Quality of Care in Chronic Disease/Medications Part 1 Teleconference
38986,"Rohekar, Sherry",Medicine,Rheumatology,2010/06/24,Conference Presentation,Presenter,Continuing Medical Education,Local,Rheumatology at St. Joseph's Health Care,Canada,Ontario,London,1,FALSE,,Arthritis-Expert Program: Improving Quality of Care in Chronic Disease/Medications Part 2 Teleconference
39044,"Montero Odasso, Manuel",Medicine,Geriatrics,2010/03/23,Student Presentation,Presenter,Scientific Presentation,Local,Lawson Health Research Institute (LHRI),Canada,Ontario,London,,FALSE,DeCaria J.,The Impact of Intra-articular Hyaluroni acid on Gait Variability in Knee Osteoarthritis Patients.
39045,"Montero Odasso, Manuel",Medicine,Geriatrics,2010/03/23,Poster Presentation,,Scientific Presentation,Local,Lawson Health Research Institute (LHRI),Canada,Ontario,London,,FALSE,"Muir, S.",POSTER: Fall Risk in Cognitively Impaired Older Adults: The Value of Gait Assessment under Dual Task Test Challenges. (Edmund V. Cowdry Prize)
39046,"Montero Odasso, Manuel",Medicine,Geriatrics,2010/05/20,Student Presentation,Presenter,Scientific Presentation,Local,"DOM Research Day, UWO",Canada,Ontario,London,,FALSE,Muir SW.,Fall Risk in Cognitively Impaired Older Adults: The Value of Gait Assessment under Dual Task Test Challenges.
39048,"Montero Odasso, Manuel",Medicine,Geriatrics,2010/05/14,Invited Lectures,Invited Lecturer,Scientific Presentation,International,American Geriatrics Society,United States,Florida,Orlando,,FALSE,Manuel Montero Odasso,Putting it All Together. Do We Need a New Approach to Improve Gait and to Reduce the risk of Falling in Older Adults with Cognitive Impairment.
39049,"Montero Odasso, Manuel",Medicine,Geriatrics,2010/05/15,Invited Lectures,Invited Lecturer,Scientific Presentation,International,American Geriatrics Society,United States,Florida,Orlando,,FALSE,Montero Odasso M,Workshop: How to Quantify risk of Falls and Act Accordingly
39050,"Mangel, Joy",Medicine,Hematology,09-Nov,Poster Presentation,Presenter,,National,American Society of Human Genetics 59th annual meeting,United States,,,,FALSE,,Patient with APL had PML/RARA fusion by FISH but not (15;17) translocation by G-banding mid-way through treatment.
39051,"Mangel, Joy",Medicine,Hematology,09-Dec,Poster Presentation,Presenter,,National,American Society of Hematology Conference,United States,,New Orleans,,FALSE,,Treatment of Hodgkin Lymhoma without G-CSF Does Not Increase the Risk of Febrile Neutropenia.
39052,"Mangel, Joy",Medicine,Hematology,10-May,Poster Presentation,,,Local,UWO Department of Medicine Resident Research Day,,,,,FALSE,,Comparison of convential cytology vs high sensitivity flow cytometry for the diagnosis of leptomeningeal involvement by hematological lymphod malignancies.
39053,"Mangel, Joy",Medicine,Hematology,,Poster Presentation,,* Poster Presentation,Local,UWO Department of Medicine Resident Research Day,,,,,FALSE,,Risk factors for leptomeningeal disease in high risk patients with aggressive non-Hodkgin lymphoma.
39056,"van Uum, Stanislaus",Medicine,Endocrinology,2010/04/09,Invited Lectures,Invited Lecturer,* Presentation on Canadian Thyroid Cancer Consortium,National,McMaster University,Canada,Ontario,Hamilton,1,FALSE,Stan Van Uum,Growth Hormone Replacement in hypopituitarism
39057,"van Uum, Stanislaus",Medicine,Endocrinology,2010/05/18,Invited Lectures,Invited Lecturer,Continuing Medical Education,Regional,London Regional Cancer Institute,Canada,Ontario,London,1,FALSE,Stan Van Uum,Opioid induced hypogonadism
39058,"Haddara, Wael",Medicine,Critical Care,2010/06/10,Conference Presentation,Presenter,Continuing Medical Education,Local,Fanshawe College,Canada,Ontario,London,4,FALSE,Dr Wael Haddara,
39077,"Hramiak, Irene",Medicine,Endocrinology,2010/06/19,Invited Lectures,Presenter,,National,,United States,California,San Diego,1.5,FALSE,,"""Update on the Impact of Intensive Glycemic Control on CVD Outcomes"", Endo 2010"
39105,"Moote, David William",Medicine,Allergy,2010/06/21,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,Merck,Canada,Ontario,New Sarum,2,FALSE,D. William Moote,Update on Medical Management of Sinusitis
39127,"Suskin, Neville",Medicine,Cardiology,2010/05/01,Invited Lectures,Invited Lecturer,Continuing Medical Education,Local,Third Annual Western Cardiovascular Update,Canada,Ontario,London,,FALSE,,Vulnerable Plaque: Risk reduction - GAP
39130,"Bosma, Karen",Medicine,Critical Care,09-May,Poster Presentation,Supervisor,Scientific Presentation,Local,"Department of Medicine, Faculty and Resident Research Day, The University of Western Ontario",Canada,Ontario,London,,FALSE,Alia Kashgari,The effects of noise and patient ventilator asynchrony (PVA) on sleep quality in patients on mechanical ventilation (MV)
39131,"Bosma, Karen",Medicine,Critical Care,09-May,Poster Presentation,Supervisor,Scientific Presentation,Local,"Department of Medicine, Faculty and Resident Research Day, The University of Western Ontario",Canada,Ontario,London,,FALSE,Sushmita Pamidi,The effect or respiratory effort on arousals from sleep during pressure support and proportional assist mechanical ventilation
39132,"Bosma, Karen",Medicine,Critical Care,10-May,Abstract Presented,Supervisor,Scientific Presentation,Regional,UWO/McMaster Critical Care Medicine Resident Research Day,Canada,Ontario,London,,FALSE,Lorraine Law,Instituting change in clinical practice. A quality improvement initiative in critical care delirium assessment
39133,"Bosma, Karen",Medicine,Critical Care,10-May,Abstract Presented,Supervisor,Scientific Presentation,Regional,UWO/McMaster Critical Care Medicine Resident Research Day,Canada,Ontario,London,,FALSE,Mohammad Nikoo,Proportional assist ventilation (PAV) as the weaning mode compared to pressure support (PSV)
39135,"Suskin, Neville",Medicine,Cardiology,2010/10/23,Abstract Presented,,Scientific Presentation,National,CACR (CCC),Canada,Quebec,Montreal,,FALSE,,"Reliable Change Indices To Assess Progress Of Individual Cardiac Rehabilitation Patients. 1. Psychometrics: Anxiety, Depression, and Quality of Life"""
